Date,Time (UTC),Type,Symbol,Specification,Liquidity Indicator,Trading Fee Rate (bps),USD Amount USD,Fee (USD) USD,USD Balance USD,BTC Amount BTC,Fee (BTC) BTC,BTC Balance BTC,ETH Amount ETH,Fee (ETH) ETH,ETH Balance ETH,LTC Amount LTC,Fee (LTC) LTC,LTC Balance LTC,DOGE Amount DOGE,Fee (DOGE) DOGE,DOGE Balance DOGE,USDC Amount USDC,Fee (USDC) USDC,USDC Balance USDC,XRP Amount XRP,Fee (XRP) XRP,XRP Balance XRP,FET Amount FET,Fee (FET) FET,FET Balance FET,SHIB Amount SHIB,Fee (SHIB) SHIB,SHIB Balance SHIB,LRC Amount LRC,Fee (LRC) LRC,LRC Balance LRC,SUSHI Amount SUSHI,Fee (SUSHI) SUSHI,SUSHI Balance SUSHI,BONK Amount BONK,Fee (BONK) BONK,BONK Balance BONK,FTM Amount FTM,Fee (FTM) FTM,FTM Balance FTM,RNDR Amount RNDR,Fee (RNDR) RNDR,RNDR Balance RNDR,ALI Amount ALI,Fee (ALI) ALI,ALI Balance ALI,PEPE Amount PEPE,Fee (PEPE) PEPE,PEPE Balance PEPE,Trade ID,Order ID,Order Date,Order Time,Client Order ID,API Session,Tx Hash,Deposit Destination,Deposit Tx Output,Withdrawal Destination,Withdrawal Tx Output
2025-01-20,12:31:36.848,Sell,PEPEUSD,StopLimit,Maker,10.00 ,$220.36 ,($0.22),"$1,239.95 ",,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,,,107.262935 RNDR ,,,"35,922.667964 ALI ","(13,500,000.0 PEPE)",,"20,206,011.996287 PEPE ",2840140888679747,73771239325049132,2025-01-20,12:29:24.595,,web,,,,,
2025-01-20,12:31:47.212,Sell,PEPEUSD,StopLimit,Maker,10.00 ,$220.36 ,($0.22),"$1,460.09 ",,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,,,107.262935 RNDR ,,,"35,922.667964 ALI ","(13,500,000.0 PEPE)",,"6,706,011.996287 PEPE ",2840140888679789,73771239325049132,2025-01-20,12:29:24.595,,web,,,,,
2025-01-20,12:31:47.215,Sell,PEPEUSD,StopLimit,Maker,10.00 ,$109.46 ,($0.11),"$1,569.44 ",,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,,,107.262935 RNDR ,,,"35,922.667964 ALI ","(6,706,000.0 PEPE)",,11.996287 PEPE ,2840140888679791,73771239325049132,2025-01-20,12:29:24.595,,web,,,,,
2025-01-20,12:31:47.257,Sell,PEPEUSD,StopLimit,Maker,9.95836 ,$0.00 ,($0.00),"$1,569.44 ",,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,,,107.262935 RNDR ,,,"35,922.667964 ALI ",(11.996287 PEPE),,0.0 PEPE ,2840140888679793,73771239325049132,2025-01-20,12:29:24.595,,web,,,,,
2025-01-20,12:43:14.703,Sell,RNDRUSD,StopLimit,Taker,24.99999 ,$58.95 ,($0.15),"$1,628.24 ",,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,(8.508376 RNDR),,98.754559 RNDR ,,,"35,922.667964 ALI ",,,0.0 PEPE ,2840140888683942,73771239324197382,2025-01-20,12:25:03.088,,web,,,,,
2025-01-20,12:44:29.402,Sell,RNDRUSD,StopLimit,Maker,10.00 ,$159.13 ,($0.16),"$1,787.21 ",,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,(22.988506 RNDR),,75.766053 RNDR ,,,"35,922.667964 ALI ",,,0.0 PEPE ,2840140888684182,73771239324197382,2025-01-20,12:25:03.088,,web,,,,,
2025-01-20,12:45:51.270,Sell,RNDRUSD,Limit,Taker,24.99999 ,$85.21 ,($0.21),"$1,872.21 ",,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,(12.312092 RNDR),,63.453961 RNDR ,,,"35,922.667964 ALI ",,,0.0 PEPE ,2840140888684633,73771239327839598,2025-01-20,12:45:51.270,,web,,,,,
2025-01-20,12:56:29.882,Sell,RNDRUSD,StopLimit,Taker,25.00 ,$439.10 ,($1.10),"$2,310.21 ",,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,(63.453961 RNDR),,0.0 RNDR ,,,"35,922.667964 ALI ",,,0.0 PEPE ,2840140888687581,73771239327970852,2025-01-20,12:46:35.401,,web,,,,,
2025-01-20,16:11:42.935,Buy,PEPEUSD,Limit,Maker,10.00 ,($428.90),($0.43),"$1,880.89 ",,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,,,0.0 RNDR ,,,"35,922.667964 ALI ","27,000,000.0 PEPE ",,"27,000,000.0 PEPE ",2840140888748692,73771239327573918,2025-01-20,12:44:09.920,,web,,,,,
2025-01-20,16:11:42.937,Buy,PEPEUSD,Limit,Maker,10.00 ,($214.45),($0.21),"$1,666.22 ",,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,,,0.0 RNDR ,,,"35,922.667964 ALI ","13,500,000.0 PEPE ",,"40,500,000.0 PEPE ",2840140888748696,73771239327573918,2025-01-20,12:44:09.920,,web,,,,,
2025-01-20,16:11:42.940,Buy,PEPEUSD,Limit,Maker,10.00 ,($214.45),($0.21),"$1,451.56 ",,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,,,0.0 RNDR ,,,"35,922.667964 ALI ","13,500,000.0 PEPE ",,"54,000,000.0 PEPE ",2840140888748698,73771239327573918,2025-01-20,12:44:09.920,,web,,,,,
2025-01-20,16:11:42.941,Buy,PEPEUSD,Limit,Maker,10.00 ,($214.45),($0.21),"$1,236.90 ",,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,,,0.0 RNDR ,,,"35,922.667964 ALI ","13,500,000.0 PEPE ",,"67,500,000.0 PEPE ",2840140888748700,73771239327573918,2025-01-20,12:44:09.920,,web,,,,,
2025-01-20,16:11:42.942,Buy,PEPEUSD,Limit,Maker,10.00 ,($214.45),($0.21),"$1,022.24 ",,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,,,0.0 RNDR ,,,"35,922.667964 ALI ","13,500,000.0 PEPE ",,"81,000,000.0 PEPE ",2840140888748702,73771239327573918,2025-01-20,12:44:09.920,,web,,,,,
2025-01-20,16:11:42.962,Buy,PEPEUSD,Limit,Maker,10.00 ,($213.31),($0.21),$808.71 ,,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,,,0.0 RNDR ,,,"35,922.667964 ALI ","13,428,700.0 PEPE ",,"94,428,700.0 PEPE ",2840140888748706,73771239327573918,2025-01-20,12:44:09.920,,web,,,,,
2025-01-20,16:12:31.413,Buy,PEPEUSD,Limit,Maker,9.95025 ,($0.00),($0.00),$808.71 ,,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,,,0.0 RNDR ,,,"35,922.667964 ALI ",6.326723 PEPE ,,"94,428,706.326723 PEPE ",2840140888749501,73771239327573918,2025-01-20,12:44:09.920,,web,,,,,
2025-01-20,16:14:43.522,Buy,RNDRUSD,Limit,Maker,9.99998 ,($57.14),($0.06),$751.51 ,,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,8.404177 RNDR ,,8.404177 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140888752159,73771239332874944,2025-01-20,13:21:58.930,ec6b55a6-e905-46da-983a-98b4f25e307c,mobile,,,,,
2025-01-20,16:14:44.249,Buy,RNDRUSD,Limit,Maker,9.99998 ,($57.13),($0.06),$694.33 ,,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,8.402706 RNDR ,,16.806883 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140888752173,73771239332874944,2025-01-20,13:21:58.930,ec6b55a6-e905-46da-983a-98b4f25e307c,mobile,,,,,
2025-01-20,16:14:44.940,Buy,RNDRUSD,Limit,Maker,9.99998 ,($57.14),($0.06),$637.13 ,,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,8.404177 RNDR ,,25.21106 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140888752175,73771239332874944,2025-01-20,13:21:58.930,ec6b55a6-e905-46da-983a-98b4f25e307c,mobile,,,,,
2025-01-20,16:14:45.689,Buy,RNDRUSD,Limit,Maker,10.00 ,($57.16),($0.06),$579.91 ,,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,8.407119 RNDR ,,33.618179 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140888752177,73771239332874944,2025-01-20,13:21:58.930,ec6b55a6-e905-46da-983a-98b4f25e307c,mobile,,,,,
2025-01-20,16:14:46.397,Buy,RNDRUSD,Limit,Maker,10.00 ,($57.16),($0.06),$522.69 ,,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,8.407119 RNDR ,,42.025298 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140888752181,73771239332874944,2025-01-20,13:21:58.930,ec6b55a6-e905-46da-983a-98b4f25e307c,mobile,,,,,
2025-01-20,16:15:09.580,Buy,RNDRUSD,Limit,Maker,9.99998 ,($48.27),($0.05),$474.38 ,,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,7.099573 RNDR ,,49.124871 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140888752273,73771239332874944,2025-01-20,13:21:58.930,ec6b55a6-e905-46da-983a-98b4f25e307c,mobile,,,,,
2025-01-20,16:16:32.098,Buy,RNDRUSD,Limit,Maker,10.00 ,($296.89),($0.30),$177.19 ,,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,43.666863 RNDR ,,92.791734 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140888753037,73771239332874944,2025-01-20,13:21:58.930,ec6b55a6-e905-46da-983a-98b4f25e307c,mobile,,,,,
2025-01-20,16:18:05.646,Buy,RNDRUSD,Limit,Maker,9.99998 ,($13.27),($0.01),$163.91 ,,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,1.951629 RNDR ,,94.743363 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140888753714,73771239332874944,2025-01-20,13:21:58.930,ec6b55a6-e905-46da-983a-98b4f25e307c,mobile,,,,,
2025-01-20,17:08:05.447,Buy,RNDRUSD,Limit,Maker,10.00 ,($150.60),($0.15),$13.15 ,,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,22.150929 RNDR ,,116.894292 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140888782216,73771239332874944,2025-01-20,13:21:58.930,ec6b55a6-e905-46da-983a-98b4f25e307c,mobile,,,,,
2025-01-20,17:33:17.103,Buy,RNDRUSD,Limit,Maker,10.00 ,($7.48),($0.01),$5.67 ,,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,1.1 RNDR ,,117.994292 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140888797659,73771239332874944,2025-01-20,13:21:58.930,ec6b55a6-e905-46da-983a-98b4f25e307c,mobile,,,,,
2025-01-20,17:33:40.040,Buy,RNDRUSD,Limit,Maker,9.99776 ,($0.04),($0.00),$5.63 ,,,0.00010083 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,0.005708 RNDR ,,118.0 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140888799296,73771239332874944,2025-01-20,13:21:58.930,ec6b55a6-e905-46da-983a-98b4f25e307c,mobile,,,,,
2025-01-20,19:01:32.330,Credit,BTC,Commission referral credit,,,,,$5.63 ,0.00000865 BTC ,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"13,708,481.373539 BONK ",,,0.0 FTM ,,,118.0 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",,,,,,,,,,,
2025-01-21,03:18:38.356,Sell,BONKUSD,StopLimit,Taker,25.00 ,$127.16 ,($0.32),$132.47 ,,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,"(4,386,544.140353 BONK)",,"9,321,937.233186 BONK ",,,0.0 FTM ,,,118.0 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140889012045,73771239454124382,2025-01-21,03:15:19.871,,web,,,,,
2025-01-21,03:18:38.356,Sell,BONKUSD,StopLimit,Taker,25.00 ,$270.44 ,($0.68),$402.23 ,,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,"(9,321,937.233186 BONK)",,0.0 BONK ,,,0.0 FTM ,,,118.0 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140889012044,73771239454124382,2025-01-21,03:15:19.871,,web,,,,,
2025-01-21,04:29:34.870,Sell,RNDRUSD,StopLimit,Taker,24.99999 ,$97.86 ,($0.24),$499.84 ,,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(15.004745 RNDR),,102.995255 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140889031480,73771239461738953,2025-01-21,04:16:57.023,,web,,,,,
2025-01-21,04:29:34.870,Sell,RNDRUSD,StopLimit,Taker,25.00 ,$579.84 ,($1.45),"$1,078.24 ",,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(89.042314 RNDR),,13.952941 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140889031483,73771239461738953,2025-01-21,04:16:57.023,,web,,,,,
2025-01-21,04:29:34.870,Sell,RNDRUSD,StopLimit,Taker,24.99997 ,$26.35 ,($0.07),"$1,104.53 ",,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(4.045218 RNDR),,9.907723 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140889031482,73771239461738953,2025-01-21,04:16:57.023,,web,,,,,
2025-01-21,04:29:34.870,Sell,RNDRUSD,StopLimit,Taker,24.99999 ,$64.35 ,($0.16),"$1,168.71 ",,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(9.873877 RNDR),,0.033846 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140889031481,73771239461738953,2025-01-21,04:16:57.023,,web,,,,,
2025-01-21,04:29:34.870,Sell,RNDRUSD,StopLimit,Taker,24.99942 ,$0.22 ,($0.00),"$1,168.93 ",,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,(0.033846 RNDR),,0.0 RNDR ,,,"35,922.667964 ALI ",,,"94,428,706.326723 PEPE ",2840140889031479,73771239461738953,2025-01-21,04:16:57.023,,web,,,,,
2025-01-21,04:43:09.782,Sell,PEPEUSD,StopLimit,Taker,25.00 ,$550.05 ,($1.38),"$1,717.61 ",,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,"35,922.667964 ALI ","(36,797,326.514284 PEPE)",,"57,631,379.812439 PEPE ",2840140889036305,73771239464987891,2025-01-21,04:42:33.902,,web,,,,,
2025-01-21,04:43:09.782,Sell,PEPEUSD,StopLimit,Taker,25.00 ,$597.65 ,($1.49),"$2,313.76 ",,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,"35,922.667964 ALI ","(40,029,838.017165 PEPE)",,"17,601,541.795274 PEPE ",2840140889036307,73771239464987891,2025-01-21,04:42:33.902,,web,,,,,
2025-01-21,04:43:09.782,Sell,PEPEUSD,StopLimit,Taker,25.00 ,$263.00 ,($0.66),"$2,576.10 ",,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,"35,922.667964 ALI ","(17,601,541.795274 PEPE)",,0.0 PEPE ,2840140889036306,73771239464987891,2025-01-21,04:42:33.902,,web,,,,,
2025-01-21,11:21:03.157,Buy,BONKUSD,Limit,Maker,10.00 ,($299.28),($0.30),"$2,276.53 ",,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,"10,300,000.0 BONK ",,"10,300,000.0 BONK ",,,0.0 FTM ,,,0.0 RNDR ,,,"35,922.667964 ALI ",,,0.0 PEPE ,2840140889154254,73771239509191086,2025-01-21,11:20:14.815,,web,,,,,
2025-01-21,11:21:21.578,Buy,BONKUSD,Limit,Maker,10.00 ,($168.72),($0.17),"$2,107.63 ",,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,"5,806,828.193832 BONK ",,"16,106,828.193832 BONK ",,,0.0 FTM ,,,0.0 RNDR ,,,"35,922.667964 ALI ",,,0.0 PEPE ,2840140889154377,73771239509191086,2025-01-21,11:20:14.815,,web,,,,,
2025-01-21,11:22:04.227,Buy,PEPEUSD,Limit,Maker,10.00 ,($214.91),($0.21),"$1,892.51 ",,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"16,106,828.193832 BONK ",,,0.0 FTM ,,,0.0 RNDR ,,,"35,922.667964 ALI ","14,123,100.0 PEPE ",,"14,123,100.0 PEPE ",2840140889154573,73771239508879454,2025-01-21,11:17:15.491,,web,,,,,
2025-01-21,11:22:05.718,Buy,PEPEUSD,Limit,Maker,10.00 ,($231.11),($0.23),"$1,661.17 ",,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"16,106,828.193832 BONK ",,,0.0 FTM ,,,0.0 RNDR ,,,"35,922.667964 ALI ","15,187,500.0 PEPE ",,"29,310,600.0 PEPE ",2840140889154577,73771239508879454,2025-01-21,11:17:15.491,,web,,,,,
2025-01-21,11:22:05.761,Buy,PEPEUSD,Limit,Maker,10.00 ,($953.98),($0.95),$706.23 ,,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"16,106,828.193832 BONK ",,,0.0 FTM ,,,0.0 RNDR ,,,"35,922.667964 ALI ","62,691,765.775119 PEPE ",,"92,002,365.775119 PEPE ",2840140889154579,73771239508879454,2025-01-21,11:17:15.491,,web,,,,,
2025-01-21,13:33:30.870,Buy,RNDRUSD,Limit,Maker,10.00 ,($700.00),($0.70),$5.53 ,,,0.00010948 BTC ,,,0.0 ETH ,,,17.19576 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,589.505935 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,"16,106,828.193832 BONK ",,,0.0 FTM ,103.397341 RNDR ,,103.397341 RNDR ,,,"35,922.667964 ALI ",,,"92,002,365.775119 PEPE ",2840140889209025,73771239511628099,2025-01-21,11:36:57.678,,web,,,,,
